Order ID,Region,Country
105966842,Sub-Saharan Africa,Democratic Republic of the Congo
479880082,Europe,Bulgaria
510978686,Asia,Brunei
547748982,Europe,Serbia
108989799,Sub-Saharan Africa,Ghana
133812463,Sub-Saharan Africa,Malawi
731640803,Sub-Saharan Africa,Zimbabwe
732211148,Europe,Cyprus
835572326,Central America and the Caribbean,Nicaragua
462085664,Europe,Estonia
902424991,Europe,Estonia
367576634,Europe,Lithuania
738839423,Sub-Saharan Africa,Republic of the Congo
817824685,Europe,Czech Republic
376456248,Sub-Saharan Africa,Cameroon
606970441,Asia,Vietnam
971916091,Europe,Moldova 
554154527,Middle East and North Africa,Bahrain
306859576,Europe,Hungary
803517568,Australia and Oceania,Marshall Islands
887927329,Middle East and North Africa,Iraq
824200189,Europe,Albania
946759974,Sub-Saharan Africa,Lesotho
310343015,Middle East and North Africa,Lebanon
739998137,Europe,Hungary
981086671,Asia,Japan
749282443,Europe,Georgia
280571782,Europe,Estonia
781253516,Europe,Luxembourg
377938973,Sub-Saharan Africa,Swaziland
867551982,Europe,Romania
967328870,Sub-Saharan Africa,Ethiopia
364818465,Sub-Saharan Africa,Chad
167882096,Middle East and North Africa,Morocco
654693591,North America,Mexico
823739278,Sub-Saharan Africa,Nigeria
643817985,Central America and the Caribbean,Trinidad and Tobago
604041039,Europe,Moldova 
363832271,Australia and Oceania,Solomon Islands
102928006,Asia,India
971377074,Sub-Saharan Africa,Burkina Faso
139540803,Australia and Oceania,Kiribati
248093020,Middle East and North Africa,Israel
858020055,Sub-Saharan Africa,Comoros
700620734,Middle East and North Africa,Iran
827506387,Asia,Vietnam
560600841,Central America and the Caribbean,Belize
642140424,Europe,Belarus
984673964,North America,United States of America
221062791,Europe,Poland
654480731,North America,Canada
608414113,Middle East and North Africa,Israel
276661765,Middle East and North Africa,Lebanon
373335015,Europe,Andorra
782857692,Europe,Slovakia
109966123,Sub-Saharan Africa,Liberia
629709136,Central America and the Caribbean,Antigua and Barbuda 
637448060,Asia,China
298856723,Sub-Saharan Africa,Niger
299921452,Europe,United Kingdom
496941077,Asia,Bangladesh
366526925,Asia,Myanmar
355602824,Australia and Oceania,Tonga
531405103,Sub-Saharan Africa,Guinea-Bissau
131482589,Australia and Oceania,Nauru
713696610,Sub-Saharan Africa,Swaziland
306220996,Europe,Finland
157542073,Australia and Oceania,Papua New Guinea
686458671,Sub-Saharan Africa,Mauritius 
132082116,Sub-Saharan Africa,Mozambique
403836238,Europe,Bulgaria
331457364,Europe,Spain
614994323,Australia and Oceania,Vanuatu
674808442,Europe,Belgium
901573550,Europe,Belgium
406275975,Sub-Saharan Africa,Guinea-Bissau
170214545,Sub-Saharan Africa,Togo
795000588,Sub-Saharan Africa,Cote d'Ivoire
252557933,Sub-Saharan Africa,Republic of the Congo
635122907,Middle East and North Africa,Libya
505244338,Australia and Oceania,East Timor
745783555,Europe,Switzerland
509914386,Australia and Oceania,Palau
371123158,Middle East and North Africa,Jordan
973208701,Europe,Slovenia
780282342,Asia,South Korea
126767909,Europe,Norway
767401731,Middle East and North Africa,Afghanistan
927232635,Asia,Bangladesh
251621949,Sub-Saharan Africa,Guinea
256243503,Central America and the Caribbean,Cuba
277083623,Europe,Russia
620441138,Sub-Saharan Africa,Seychelles 
312927377,Asia,South Korea
251466166,Sub-Saharan Africa,Ghana
953293836,Central America and the Caribbean,Costa Rica
305959212,Europe,Romania
317323625,Europe,Czech Republic
365560901,Europe,Liechtenstein
349157369,Sub-Saharan Africa,Seychelles 
236911857,Middle East and North Africa,Somalia
517935693,Australia and Oceania,Solomon Islands
851652705,Sub-Saharan Africa,Uganda
517799222,Sub-Saharan Africa,Equatorial Guinea
666424071,Central America and the Caribbean,Costa Rica
267888581,Europe,Moldova 
162866580,Sub-Saharan Africa,Burkina Faso
812344396,Central America and the Caribbean,Guatemala
947620856,Sub-Saharan Africa,Swaziland
720307290,Asia,Maldives
352327525,Asia,Thailand
585917890,Sub-Saharan Africa,Sudan
433627212,Central America and the Caribbean,Costa Rica
328316819,Europe,Denmark
773160541,Sub-Saharan Africa,Angola
991644704,Australia and Oceania,Papua New Guinea
277568137,Asia,North Korea
245042169,Central America and the Caribbean,El Salvador
778490626,Sub-Saharan Africa,Burkina Faso
482649838,Middle East and North Africa,Yemen
732568633,Sub-Saharan Africa,Republic of the Congo
723608338,Europe,Andorra
621442782,Central America and the Caribbean,Dominican Republic
212058293,Middle East and North Africa,Israel
251753699,Australia and Oceania,Solomon Islands
217140328,Sub-Saharan Africa,Liberia
555142009,Sub-Saharan Africa,Mali
432995069,Asia,Uzbekistan
888248336,Middle East and North Africa,Tunisia 
778763139,Europe,Vatican City
832713305,Sub-Saharan Africa,Djibouti
498585164,Europe,Ukraine
195177543,Australia and Oceania,East Timor
861601769,Sub-Saharan Africa,Uganda
807281672,Sub-Saharan Africa,Guinea
661953580,Sub-Saharan Africa,Equatorial Guinea
225666320,Europe,Malta
718781220,Europe,Cyprus
731972110,Europe,Czech Republic
276225316,Middle East and North Africa,Libya
332839667,Asia,Vietnam
603426492,Middle East and North Africa,Jordan
859909617,Sub-Saharan Africa,Mali
494525372,Europe,Czech Republic
769822585,Europe,Slovakia
768662583,Sub-Saharan Africa,Zimbabwe
544219195,Central America and the Caribbean,Honduras
669978749,Europe,Switzerland
889740073,Sub-Saharan Africa,South Africa
567614495,Sub-Saharan Africa,Uganda
938025844,Middle East and North Africa,Iran
155710446,Middle East and North Africa,Algeria
945717132,Sub-Saharan Africa,Central African Republic
253407227,Central America and the Caribbean,The Bahamas
494454562,Sub-Saharan Africa,South Africa
104845464,Sub-Saharan Africa,Benin
290878760,Europe,Hungary
979165780,Europe,Austria
366630351,Asia,Tajikistan
770508801,Europe,Portugal
978349959,Europe,Belgium
298015153,Europe,Slovenia
807678210,Europe,Czech Republic
605825459,Australia and Oceania,Marshall Islands
561255729,Sub-Saharan Africa,Sudan
263080346,Central America and the Caribbean,Dominican Republic
270723140,Sub-Saharan Africa,Tanzania
763920438,Europe,Switzerland
192721068,North America,Greenland
227486360,Australia and Oceania,Tonga
808890140,Middle East and North Africa,Saudi Arabia
597918736,Central America and the Caribbean,Belize
125870978,Sub-Saharan Africa,Angola
444358193,Asia,Malaysia
875304210,Sub-Saharan Africa,Ethiopia
360945355,North America,Greenland
613830459,Sub-Saharan Africa,Benin
266820847,Middle East and North Africa,Yemen
723090350,Sub-Saharan Africa,Rwanda
306125295,Sub-Saharan Africa,Mauritania
109724509,Australia and Oceania,New Zealand
847999322,Australia and Oceania,Samoa 
605373561,Australia and Oceania,Fiji
686583554,Sub-Saharan Africa,Malawi
666678130,Australia and Oceania,Marshall Islands
641018617,Central America and the Caribbean,Grenada
775278842,Europe,Luxembourg
855445134,Sub-Saharan Africa,Zimbabwe
737816321,Asia,China
799003732,North America,United States of America
585931193,Sub-Saharan Africa,Central African Republic
165835034,Central America and the Caribbean,Antigua and Barbuda 
576264083,Central America and the Caribbean,Guatemala
675079667,Middle East and North Africa,Qatar
290455615,Middle East and North Africa,Israel
670878255,Asia,Thailand
435146415,Asia,Singapore
522371423,Asia,North Korea
141977107,Europe,Austria
823699796,Asia,Japan
567588317,Sub-Saharan Africa,Zimbabwe
594003999,Europe,Lithuania
393620669,Europe,Luxembourg
877424657,Sub-Saharan Africa,Central African Republic
326714789,Europe,Norway
243102395,Sub-Saharan Africa,Democratic Republic of the Congo
398511302,Australia and Oceania,New Zealand
185177838,Europe,Ukraine
865650832,Asia,Taiwan
622791612,Europe,Italy
409774005,Europe,Finland
800084340,Sub-Saharan Africa,Sudan
637521445,Europe,Croatia
186196649,Sub-Saharan Africa,Mauritania
680533778,Australia and Oceania,New Zealand
275269162,Middle East and North Africa,Pakistan
795451629,Europe,Poland
986442506,Europe,Lithuania
563915622,Middle East and North Africa,Pakistan
663857305,Australia and Oceania,East Timor
692566382,Australia and Oceania,Marshall Islands
576654183,Central America and the Caribbean,Cuba
313044536,North America,Greenland
418973767,Europe,Luxembourg
581990706,Middle East and North Africa,Israel
109956681,Sub-Saharan Africa,Djibouti
181045520,Europe,Bulgaria
693743550,Asia,Mongolia
716849601,Central America and the Caribbean,Dominican Republic
739474999,Middle East and North Africa,Yemen
421043574,Australia and Oceania,Federated States of Micronesia
841291654,Europe,Finland
450268065,Central America and the Caribbean,The Bahamas
918334138,Central America and the Caribbean,Grenada
386163699,Sub-Saharan Africa,Sao Tome and Principe
214743077,Central America and the Caribbean,El Salvador
935371100,Europe,Sweden
899659097,Asia,Turkmenistan
329530894,Europe,Monaco
867222821,Middle East and North Africa,Turkey
625283706,Sub-Saharan Africa,Mozambique
936574876,Middle East and North Africa,Yemen
504270160,Asia,Philippines
351855885,Sub-Saharan Africa,Democratic Republic of the Congo
673130881,Australia and Oceania,Fiji
382206475,Europe,Macedonia
263506495,Middle East and North Africa,Tunisia 
721767270,Europe,Liechtenstein
432037627,Middle East and North Africa,Qatar
389678895,Australia and Oceania,Tonga
760364902,Europe,Belgium
430081975,Sub-Saharan Africa,Chad
155128943,Asia,Thailand
312117135,Europe,Iceland
447970378,Central America and the Caribbean,Saint Lucia
629925000,Asia,Japan
995529830,Asia,India
402646195,Australia and Oceania,Vanuatu
479447925,Sub-Saharan Africa,Chad
674421346,Sub-Saharan Africa,Malawi
506365287,Europe,Finland
914391076,Middle East and North Africa,Turkey
207922542,Sub-Saharan Africa,South Africa
816696012,Europe,Lithuania
740760314,Europe,Russia
300476777,Central America and the Caribbean,The Bahamas
786519229,Central America and the Caribbean,The Bahamas
409873998,Middle East and North Africa,Turkey
151839911,Sub-Saharan Africa,Mauritius 
614028298,Europe,Bulgaria
668362987,Middle East and North Africa,Iran
607080304,Sub-Saharan Africa,Ghana
792729079,Sub-Saharan Africa,Malawi
308170640,Sub-Saharan Africa,Zimbabwe
106578814,Asia,Tajikistan
761439931,Europe,Czech Republic
216552817,Sub-Saharan Africa,Mauritius 
536028802,Sub-Saharan Africa,Lesotho
254291713,Sub-Saharan Africa,Mali
226077878,Europe,Georgia
476436126,Europe,Albania
650727784,Europe,Cyprus
464626681,Central America and the Caribbean,Saint Kitts and Nevis 
154119145,Middle East and North Africa,Tunisia 
925504004,Central America and the Caribbean,Cuba
905392587,Australia and Oceania,Kiribati
990708720,Asia,Cambodia
798688733,Europe,Moldova 
916881453,Asia,Uzbekistan
653148210,Asia,India
285662829,Europe,Germany
612911641,Europe,Austria
703693473,Europe,Germany
147119653,Asia,Bhutan
402614009,Asia,Kyrgyzstan
749912869,Middle East and North Africa,Somalia
539065062,Central America and the Caribbean,Saint Lucia
540431916,Europe,Armenia
694687259,North America,Canada
562817418,Sub-Saharan Africa,Burundi
676121222,Europe,Liechtenstein
286210000,Middle East and North Africa,Tunisia 
515007579,Middle East and North Africa,Iraq
304750287,Asia,Indonesia
467986953,Asia,Kazakhstan
537578904,Europe,Denmark
116699969,Europe,Luxembourg
228836476,Sub-Saharan Africa,Cape Verde
167787253,Australia and Oceania,Palau
647663629,Australia and Oceania,Australia
652889430,Central America and the Caribbean,Nicaragua
588200986,Asia,Laos
928647124,Central America and the Caribbean,Cuba
869589173,Europe,Moldova 
576700961,Middle East and North Africa,Syria
735968816,Central America and the Caribbean,The Bahamas
303691565,Europe,Belarus
556480538,Middle East and North Africa,United Arab Emirates
141259562,Sub-Saharan Africa,Angola
925264966,Central America and the Caribbean,Cuba
346045577,Europe,Ukraine
861462724,Sub-Saharan Africa,Mozambique
499690234,Europe,Armenia
509214437,North America,Greenland
408834159,Central America and the Caribbean,Saint Kitts and Nevis 
237660729,Europe,Vatican City
105117976,Europe,Ukraine
640942227,Sub-Saharan Africa,Niger
745182311,Asia,Myanmar
738199555,Sub-Saharan Africa,Guinea
110667788,Sub-Saharan Africa,Guinea-Bissau
673573338,Sub-Saharan Africa,South Sudan
708215034,Middle East and North Africa,Turkey
816204202,Australia and Oceania,Palau
769464671,Europe,Poland
860232770,Asia,Malaysia
551057326,North America,United States of America
724799668,Europe,Switzerland
534633624,Australia and Oceania,Papua New Guinea
554045522,Sub-Saharan Africa,Namibia
526834189,Europe,Ireland
717110955,Sub-Saharan Africa,Mozambique
559299647,Sub-Saharan Africa,Democratic Republic of the Congo
908136594,North America,United States of America
888670623,Middle East and North Africa,Azerbaijan
146263062,Europe,Belgium
196587741,Asia,Taiwan
375630986,Central America and the Caribbean,Panama
989691627,Europe,Andorra
165380990,Europe,Georgia
599622905,Central America and the Caribbean,Barbados
109653699,Europe,Sweden
183022201,Middle East and North Africa,Algeria
127589738,Europe,Italy
221530139,Europe,Russia
363329732,Central America and the Caribbean,Antigua and Barbuda 
521787345,Middle East and North Africa,Jordan
286014306,Sub-Saharan Africa,Mali
215434443,Middle East and North Africa,Somalia
489784085,Middle East and North Africa,Kuwait
459112060,Sub-Saharan Africa,Liberia
893779695,Asia,China
834460818,Europe,Andorra
742141759,Sub-Saharan Africa,Niger
248121345,Europe,Hungary
404010903,Europe,Monaco
531734263,Australia and Oceania,Tuvalu
473527753,Sub-Saharan Africa,South Sudan
141940200,Europe,Cyprus
869832932,Europe,Poland
460379779,Sub-Saharan Africa,Liberia
837067067,Sub-Saharan Africa,Cote d'Ivoire
393693625,Asia,Kyrgyzstan
744370782,Europe,Slovakia
873522365,Asia,Malaysia
285884702,Sub-Saharan Africa,Liberia
356506621,Australia and Oceania,Vanuatu
280749452,Australia and Oceania,Kiribati
224287021,Middle East and North Africa,Turkey
873105657,Europe,San Marino
283504188,Europe,Vatican City
632093942,Middle East and North Africa,Morocco
565798747,Sub-Saharan Africa,Equatorial Guinea
151854932,Middle East and North Africa,Jordan
427811324,Asia,Kyrgyzstan
251529252,Sub-Saharan Africa,Republic of the Congo
351182544,Australia and Oceania,East Timor
175257527,Europe,Estonia
142553031,Asia,Bangladesh
292180383,Sub-Saharan Africa,Senegal
733563411,Middle East and North Africa,Pakistan
296438443,Europe,Czech Republic
580854308,Sub-Saharan Africa,Ghana
107172334,Asia,Japan
166066348,Asia,Kazakhstan
768522679,Central America and the Caribbean,The Bahamas
195840156,Sub-Saharan Africa,Ethiopia
849630105,Sub-Saharan Africa,Burkina Faso
701816356,Sub-Saharan Africa,Madagascar
944635236,Europe,Netherlands
140635573,Europe,Greece
972678697,Middle East and North Africa,Egypt
793938434,Sub-Saharan Africa,South Sudan
177901113,Europe,Kosovo
668365561,Asia,Brunei
729443109,Australia and Oceania,Australia
695557582,Sub-Saharan Africa,Cape Verde
521445310,Sub-Saharan Africa,Malawi
232155120,Asia,Philippines
373048341,Europe,Estonia
659798800,Central America and the Caribbean,Trinidad and Tobago
428392827,Asia,Mongolia
885129249,Asia,Japan
156619393,Sub-Saharan Africa,Niger
939787089,Middle East and North Africa,Egypt
151868665,Central America and the Caribbean,Saint Lucia
180412948,Middle East and North Africa,Qatar
333281266,Sub-Saharan Africa,Mali
888647449,Central America and the Caribbean,Saint Lucia
844997823,Sub-Saharan Africa,Swaziland
171131217,Asia,Mongolia
256158959,Sub-Saharan Africa,Botswana
759504878,Europe,San Marino
960905301,Middle East and North Africa,Oman
210409057,Asia,Bangladesh
178377473,Sub-Saharan Africa,Namibia
805484378,Asia,Mongolia
752716100,Asia,North Korea
551371467,Europe,Latvia
353061807,Sub-Saharan Africa,Burundi
379710948,Sub-Saharan Africa,Seychelles 
473555219,Sub-Saharan Africa,Kenya
547143447,Sub-Saharan Africa,Benin
133336961,Central America and the Caribbean,Saint Lucia
635309588,Middle East and North Africa,Qatar
376547658,Sub-Saharan Africa,Mozambique
450849997,Middle East and North Africa,Pakistan
672327935,Asia,Taiwan
925405299,Central America and the Caribbean,Cuba
714818418,Central America and the Caribbean,Cuba
515616118,Europe,Russia
423159730,Europe,Switzerland
603123080,Europe,Czech Republic
841492497,Europe,Poland
994566810,Sub-Saharan Africa,Mauritius 
538957345,Middle East and North Africa,Pakistan
821587932,Sub-Saharan Africa,South Africa
109694898,Sub-Saharan Africa,Seychelles 
340827071,Sub-Saharan Africa,Benin
372845780,Sub-Saharan Africa,Benin
933924853,Central America and the Caribbean,Nicaragua
572550618,Middle East and North Africa,Lebanon
607521903,Europe,Moldova 
177950036,Middle East and North Africa,Tunisia 
293258845,Australia and Oceania,Vanuatu
683184659,Sub-Saharan Africa,South Sudan
247776305,Europe,Sweden
207395112,Europe,Ireland
952714908,Europe,Italy
694722020,Europe,Bosnia and Herzegovina
414715278,Europe,Bosnia and Herzegovina
714306008,Europe,Poland
465418040,Middle East and North Africa,Kuwait
860287702,Sub-Saharan Africa,Sudan
461463820,Middle East and North Africa,Saudi Arabia
151807725,Sub-Saharan Africa,Swaziland
884493243,Sub-Saharan Africa,Rwanda
533006703,Asia,Cambodia
641146934,Sub-Saharan Africa,Central African Republic
573025262,Asia,Maldives
663065516,Sub-Saharan Africa,Djibouti
866004025,Asia,Tajikistan
306889617,Asia,Sri Lanka
431083619,Europe,Montenegro
954259860,Middle East and North Africa,United Arab Emirates
312404668,Central America and the Caribbean,Dominican Republic
611816871,Sub-Saharan Africa,Seychelles 
879107797,Europe,Iceland
211201274,Sub-Saharan Africa,Nigeria
925333631,Sub-Saharan Africa,Rwanda
909053695,Europe,Hungary
370222795,Europe,Belarus
487014758,Sub-Saharan Africa,South Sudan
257915914,Europe,Andorra
551725089,Asia,Japan
957553613,Central America and the Caribbean,El Salvador
234825313,Sub-Saharan Africa,Kenya
363276517,Europe,Bosnia and Herzegovina
692956054,Europe,Andorra
194225251,Sub-Saharan Africa,Cape Verde
607757937,Australia and Oceania,Nauru
594540441,Europe,Czech Republic
685871589,Europe,Serbia
133362710,Australia and Oceania,Tuvalu
958937633,Sub-Saharan Africa,Madagascar
304832684,Sub-Saharan Africa,Ethiopia
783596694,Asia,Malaysia
128090989,Sub-Saharan Africa,Tanzania
641489398,Sub-Saharan Africa,Cote d'Ivoire
647278249,Australia and Oceania,Solomon Islands
339256370,Europe,Netherlands
431535089,Sub-Saharan Africa,Mali
808538234,Middle East and North Africa,Afghanistan
975002133,Europe,Moldova 
505975615,Asia,Bhutan
396820008,Asia,Vietnam
813209140,Europe,Portugal
641129338,Europe,Spain
636879432,Middle East and North Africa,Egypt
277070748,Europe,Belgium
908627116,Asia,Malaysia
798784863,Central America and the Caribbean,Dominican Republic
985092818,Europe,Estonia
325412309,Sub-Saharan Africa,Burundi
447917163,Europe,Latvia
801093709,Asia,Tajikistan
903740775,Sub-Saharan Africa,Zimbabwe
794969689,Sub-Saharan Africa,Comoros
584204280,Sub-Saharan Africa,Namibia
901180875,Europe,Slovenia
645948302,Europe,Bulgaria
138867890,Sub-Saharan Africa,Guinea-Bissau
670613467,Sub-Saharan Africa,Lesotho
452171361,Asia,Sri Lanka
464840400,Australia and Oceania,East Timor
410231912,Europe,Belarus
960269725,Sub-Saharan Africa,Benin
607190167,Europe,Ireland
613542068,Middle East and North Africa,Iran
962186753,Sub-Saharan Africa,Benin
806298053,Sub-Saharan Africa,South Sudan
719362294,Sub-Saharan Africa,Comoros
445178306,Europe,Poland
247857415,Europe,Bosnia and Herzegovina
461823451,Sub-Saharan Africa,Namibia
141812741,Europe,Spain
212874114,Middle East and North Africa,Iran
320368897,Central America and the Caribbean,Guatemala
179970920,Australia and Oceania,East Timor
927666509,Middle East and North Africa,Bahrain
169754493,Sub-Saharan Africa,Ethiopia
532846200,Australia and Oceania,Solomon Islands
213865458,Central America and the Caribbean,Belize
630048596,Asia,Sri Lanka
568944442,Central America and the Caribbean,Costa Rica
238414323,Sub-Saharan Africa,Nigeria
816632068,Middle East and North Africa,Iran
402084004,Sub-Saharan Africa,Djibouti
763568961,Asia,South Korea
590198266,Central America and the Caribbean,Dominica
441395747,Asia,Vietnam
496897733,Europe,Norway
106753051,Central America and the Caribbean,Haiti
941323029,Central America and the Caribbean,Jamaica
241281497,Sub-Saharan Africa,Sudan
267614781,Sub-Saharan Africa,Angola
651621711,Central America and the Caribbean,Panama
644913613,Europe,Greece
469414317,Sub-Saharan Africa,Madagascar
867360150,Sub-Saharan Africa,Guinea-Bissau
851299941,North America,Greenland
854095017,Middle East and North Africa,Libya
478919208,Europe,Belarus
749258840,Middle East and North Africa,Lebanon
958912742,Sub-Saharan Africa,Djibouti
921992242,Central America and the Caribbean,Barbados
522921168,Sub-Saharan Africa,Guinea-Bissau
166435849,Europe,Finland
327585113,Central America and the Caribbean,Haiti
201730287,Sub-Saharan Africa,Niger
854545199,Central America and the Caribbean,Trinidad and Tobago
272016179,Central America and the Caribbean,Grenada
110442054,Central America and the Caribbean,Dominican Republic
746434152,Europe,Monaco
826916301,Europe,Estonia
419124829,Europe,Italy
560608565,Asia,Malaysia
109228837,Sub-Saharan Africa,Ghana
693159472,Middle East and North Africa,Pakistan
860886800,Asia,Sri Lanka
131209647,Europe,Romania
343239343,Middle East and North Africa,Qatar
706399714,Sub-Saharan Africa,Cote d'Ivoire
950427091,Middle East and North Africa,Egypt
875370299,Middle East and North Africa,Iran
801590669,Middle East and North Africa,Somalia
219762027,Middle East and North Africa,Syria
940870702,Australia and Oceania,Solomon Islands
346215522,Central America and the Caribbean,Guatemala
837407815,Middle East and North Africa,Kuwait
386371409,Middle East and North Africa,Jordan
185342633,Australia and Oceania,Marshall Islands
596870315,Middle East and North Africa,Egypt
703815782,Europe,Switzerland
559352862,Australia and Oceania,Samoa 
736967885,Europe,Portugal
980459678,Europe,Albania
653939568,Central America and the Caribbean,Dominica
991831386,Australia and Oceania,Tuvalu
148871457,Australia and Oceania,Marshall Islands
850108611,Europe,Bulgaria
940904176,Sub-Saharan Africa,Niger
136931979,Central America and the Caribbean,Saint Vincent and the Grenadines
474178349,Sub-Saharan Africa,Malawi
458942115,Sub-Saharan Africa,Cape Verde
917834603,Central America and the Caribbean,Saint Vincent and the Grenadines
947779643,Europe,Greece
166013562,Europe,Monaco
960085189,Sub-Saharan Africa,Nigeria
837855851,Europe,Norway
977499377,North America,Greenland
377502095,Middle East and North Africa,Tunisia 
806662833,Asia,Uzbekistan
954092919,Central America and the Caribbean,Saint Kitts and Nevis 
479216182,Central America and the Caribbean,Belize
461768949,Sub-Saharan Africa,Angola
251800048,Asia,Bhutan
619670808,Central America and the Caribbean,Honduras
606055057,Sub-Saharan Africa,South Sudan
671939122,Asia,Kyrgyzstan
448621833,Sub-Saharan Africa,Sao Tome and Principe
987714517,Sub-Saharan Africa,Madagascar
711141002,Sub-Saharan Africa,Senegal
361137616,Sub-Saharan Africa,Sierra Leone
750253188,Asia,Malaysia
511349046,Central America and the Caribbean,Cuba
147599017,Sub-Saharan Africa,Zimbabwe
682489430,Europe,Serbia
509819114,Asia,Maldives
343699395,Europe,Ireland
968554103,Europe,Romania
989119565,Europe,Croatia
880444610,Europe,Albania
737890565,Central America and the Caribbean,Dominican Republic
727131259,Sub-Saharan Africa,Zimbabwe
634153020,Sub-Saharan Africa,Ghana
315254676,Asia,Laos
